,OPEN,HIGH,LOW,CLOSE,VWAP,VOLUME,AMT,TURN,TOTAL_SHARES,FREE_FLOAT_SHARES,MKT_CAP_ARD,MKT_FREESHARES,PE_TTM,VAL_PB_WGT,DIVIDENDYIELD2
2009-01-09,1886.488,1923.423,1886.488,1918.365,8.756306516501622,4740721600.0,41511211439.0,1.1363,1954790104971.0,362705248053.0,12530178372636.002,2630748371716.2896,13.472900390625,2.1566,2.3026
2009-01-12,1911.736,1947.083,1905.617,1920.687,8.66271297888364,5423415600.0,46981492708.0,1.2988,1954790104971.0,363075258090.0,12477565676113.998,2637025635590.0483,13.416299819946287,2.1475,2.3115
2009-01-13,1892.655,1908.196,1874.974,1876.185,8.069644329734771,4981813700.0,40201464676.0,1.193,1954790104971.0,363103318090.0,12233335744747.0,2577176432080.49,13.15369987487793,2.1055,2.3578
2009-01-14,1873.626,1955.244,1873.626,1955.244,8.882612164981358,5928323100.0,52658994886.0,1.4197,1954790104971.0,363103318090.0,12660885667584.0,2689444249146.679,13.61340045928955,2.1791,2.2767
2009-01-15,1935.386,1977.191,1930.295,1954.874,8.50540536003606,7894364800.0,67144772684.0,1.8894,1954790104971.0,363120809534.0,12562448336622.0,2693088573733.611,13.553600311279297,2.1619,2.2899
2009-01-16,1965.44,2026.647,1965.44,1990.214,8.775517741586418,9653863300.0,84717648664.0,2.3105,1954790104971.0,363120809534.0,12821634262862.0,2741560630288.8584,13.833200454711914,2.2065,2.2464
2009-01-19,2010.579,2052.19,1993.95,2012.465,8.515812413862482,8194817700.0,69785530299.0,1.9613,1954790104971.0,363120815468.0,13089811939862.0,2772388533334.52,14.136199951171877,2.2526,2.2075
2009-01-20,2006.525,2025.19,1986.061,2025.19,8.569425480585894,5325926200.0,45640127686.0,1.2747,1954790104971.0,363173577673.0,13131243001324.0,2794531554904.75,14.180899620056152,2.2598,2.1999
2009-01-21,1993.67,2047.105,1988.241,2021.71,9.344447204276504,6411742800.0,59914192082.0,1.5334,1954790104971.0,363584997531.0,13065005236633.0,2790956264871.4297,14.148099899291992,2.2473,2.2116
2009-01-22,2034.286,2048.484,2012.738,2044.551,9.078722290990475,5886194700.0,53439127032.0,1.4077,1954790104971.0,363584997531.0,13178017115287.002,2818956444887.6094,14.270400047302246,2.2667,2.1907
2009-01-23,2039.522,2054.326,2025.188,2032.682,8.675524077244637,5750410900.0,49887828217.0,1.3751,1954790104971.0,363665457953.0,13074870440807.0,2804936311356.501,14.16860008239746,2.2491,2.206
2009-02-02,2052.439,2059.338,2029.717,2057.063,8.96463462696107,5145390600.0,46126546742.0,1.2263,1954790104971.0,364208159931.0,13176305999862.0,2849197827430.931,14.278499603271484,2.2665,2.1883
2009-02-03,2056.795,2108.944,2049.889,2108.91,8.620930795971013,8764030200.0,75554097848.0,2.0887,1954790104971.0,364208159931.0,13485704167191.0,2921361128565.7,14.613800048828123,2.3198,2.1371
2009-02-04,2118.563,2166.414,2117.024,2166.414,8.642434137540532,10088842800.0,87192159423.0,2.4044,1954790104971.0,364208159931.0,13806913964467.0,3001712611311.55,14.961799621582031,2.375,2.0879
2009-02-05,2164.546,2211.179,2135.67,2150.971,8.836866759880584,11510012200.0,101712444216.0,2.7431,1954790104971.0,364208159931.0,13752313900926.002,2978429461848.831,14.902700424194336,2.3656,2.0963
2009-02-06,2158.084,2240.021,2158.084,2237.28,8.966404082452463,10666490400.0,95640063068.0,2.5421,1954790104971.0,364208159931.0,14299038655305.0,3098014128321.3374,15.4891996383667,2.4594,2.0156
2009-02-09,2271.593,2307.907,2257.49,2296.672,9.255975443330165,12952367000.0,119886790885.0,3.082,1954790104971.0,364910552179.0,14573692387610.0,3186776266939.4,15.788299560546877,2.5066,1.9752
2009-02-10,2288.071,2327.1,2263.532,2326.755,9.277442734976708,11629454800.0,107891600946.0,2.7656,1954790104971.0,365206931868.0,14818415261250.0,3232695944894.7896,16.05389976501465,2.5486,1.9399
2009-02-11,2287.232,2381.193,2275.574,2331.138,9.797492197697933,14757663700.0,144588094957.0,3.5095,1954790104971.0,365206931868.0,14800973940004.0,3243175776882.649,16.03499984741211,2.5456,1.9442
2009-02-12,2335.401,2344.659,2248.484,2318.343,9.684877129143809,11982621800.0,116050219818.0,2.8452,1954790104971.0,365856415206.0,14650231776852.0,3237934780551.0,15.871700286865234,2.5196,1.9608
2009-02-13,2321.56,2402.436,2307.09,2399.065,9.577036237257042,14040991000.0,134471079614.0,3.3339,1954790104971.0,365939698394.0,15130898467244.0,3349187647086.6904,16.39240074157715,2.6023,1.8975
2009-02-16,2421.187,2462.389,2397.181,2462.245,9.674013869446664,15234666900.0,147380378887.0,3.6138,1954790104971.0,366037373401.0,15600358525618.0,3440034853235.26,16.901199340820312,2.6831,1.8415
2009-02-17,2460.569,2470.623,2384.787,2385.293,9.784158911728754,14101499100.0,137971308088.0,3.345,1954790104971.0,366024682238.00006,15155391143037.0,3329050183363.0493,16.429100036621094,2.6065,1.8962
2009-02-18,2331.662,2369.053,2272.505,2275.843,9.742996765124504,11542206200.0,112455677669.0,2.7379,1954790104971.0,365762566736.00006,14419376278411.0,3178540034817.9487,15.629199981689451,2.4794,1.9927
2009-02-19,2295.653,2324.675,2259.593,2298.412,9.729777892927205,9085392800.0,88398854014.0,2.1542,1954790104971.0,365758266956.0,14516395401099.0,3216325960698.049,15.746500015258787,2.4961,1.9768
2009-02-20,2300.806,2344.77,2276.298,2344.32,9.84014517372314,8663206900.0,85247213566.0,2.0541,1954790104971.0,365758284717.0,14707113062935.0,3282447523457.9604,15.956000328063965,2.529,1.9487
2009-02-23,2333.809,2419.533,2307.921,2410.481,9.992177227995954,10946540300.0,109379770711.0,2.5942,1954790104971.0,365758284717.0,14972006448490.0,3376679923136.26,16.24530029296875,2.5744,1.9116
2009-02-24,2376.697,2411.906,2294.522,2301.849,10.008944492593956,12701755500.0,127131165758.0,3.0102,1954790104971.0,365758284717.0,14285628555610.002,3222183129946.54,15.502699851989746,2.4564,2.0022
2009-02-25,2325.039,2337.423,2226.444,2304.251,10.092747094186288,10787752800.0,108878060725.0,2.557,1954790104971.0,365758322967.0,14315660652997.0,3223653869715.13,15.535300254821776,2.4615,2.0023
2009-02-26,2295.426,2332.346,2167.149,2190.185,9.960372106621712,10220038500.0,101795386404.0,2.4217,1954790104971.0,365621311453.0,13826442182420.002,3059760854567.2773,15.01039981842041,2.3775,2.078
2009-02-27,2164.54,2186.819,2117.061,2140.489,9.226086802953477,8707641500.0,80337456328.0,2.0633,1954790104971.0,365429893149.00006,13660361519516.0,2991666601569.852,14.829099655151367,2.3487,2.1073
2009-03-02,2123.367,2177.294,2112.336,2164.666,9.70225640903946,6274618100.0,60877953675.0,1.4641,1954790107646.0,371488253280.0,13698229472244.0,3123660213085.109,14.90089988708496,2.355,2.0974
2009-03-03,2109.841,2168.222,2100.644,2142.154,9.689019932711792,6616731400.0,64109642424.0,1.5421,1954790107646.0,371450969303.0,13522155439765.0,3094932029071.8804,14.725000381469728,2.3245,2.1233
2009-03-04,2150.239,2290.94,2150.239,2285.149,9.55955370622779,11075003300.0,105872088843.0,2.5812,1954790107646.0,371606183533.0,14358195773438.0,3304847918850.43,15.639699935913086,2.4647,1.9987
2009-03-05,2314.079,2340.371,2259.8,2304.919,9.76356047394452,13198734700.0,128866644423.0,3.0762,1954790107646.0,371636596019.0,14531743798036.0,3335183451922.7217,15.830400466918944,2.4943,1.9787
2009-03-06,2260.756,2313.2,2255.818,2286.576,9.94531180782512,8596545000.0,85495320495.0,2.0035,1954790107646.0,371717806176.0,14329789349339.002,3334527822846.9595,15.621800422668455,2.4598,2.0032
2009-03-09,2302.011,2333.98,2198.545,2202.527,9.676851353878073,8655594800.0,83758904259.0,2.0128,1954843985260.0,377984253056.0,13861958800739.998,3212730281387.23,15.12679958343506,2.3789,2.0728
2009-03-10,2175.306,2241.238,2168.324,2240.782,9.717201394574197,5666044900.0,55058099404.0,1.3177,1954843985260.0,376643045290.0,14087574084381.002,3268845709912.8687,15.472900390625,2.4173,2.0371
2009-03-11,2288.053,2292.396,2212.882,2220.38,9.964771596803985,7083867600.0,70589122656.0,1.6474,1954843985260.0,376616102484.0,13948821539124.0,3237790954542.889,15.326800346374512,2.3933,2.0579
2009-03-12,2208.041,2220.303,2156.598,2215.7,9.666749603963986,5570011100.0,53843902595.0,1.2953,1954843985260.0,376080309726.0,13906315649238.998,3230214750846.5366,15.282099723815918,2.386,2.0635
2009-03-13,2229.25,2250.239,2200.974,2205.422,10.102278517386598,5408309400.0,54636247867.0,1.2554,1954843985260.0,376898751070.0,13892539665175.0,3228847889244.328,15.267000198364258,2.3836,2.0674
2009-03-16,2197.248,2247.11,2180.051,2241.614,9.867643707015649,4877385400.0,48128301349.0,1.1315,1954843985260.0,376928001070.0,14049820956379.002,3288233300044.998,15.442999839782717,2.4106,2.0436
2009-03-17,2244.11,2329.298,2239.668,2322.403,10.112728348993674,9298052800.0,94028682141.0,2.1571,1954843985260.0,376928001070.0,14473830330502.998,3407141946696.08,15.910400390625,2.4833,1.9816
2009-03-18,2335.417,2370.558,2328.856,2332.652,10.171740787438932,10187007100.0,103619595621.0,2.3621,1954845849426.0,375374988044.0,14494067044573.0,3421742115277.288,15.940899848937988,2.4868,1.9741
2009-03-19,2337.524,2386.228,2331.259,2382.564,10.4140691031779,9731876600.0,101348435416.0,2.2556,1955015644106.0,375556036974.00006,14757299701461.0,3504393892824.47,16.228099822998047,2.5257,1.9375
2009-03-20,2389.892,2397.207,2343.269,2379.838,10.49268094273524,10939673800.0,114786506801.0,2.5356,1955015644106.0,374650932065.0,14859809264505.0,3499062522860.079,16.401399612426758,2.543,1.922
2009-03-23,2384.67,2448.351,2375.522,2439.395,10.987076233811049,11631304900.0,127794033635.0,2.6937,1955015623506.0,375553127605.0,15146398411004.0,3594023666184.35,16.719600677490234,2.5917,1.8841
2009-03-24,2477.567,2483.833,2440.527,2451.783,10.857177638528656,11199352500.0,121593359529.0,2.5937,1955015623506.0,375051813558.0,15224549964780.0,3613704612233.311,16.8085994720459,2.6052,1.8739
2009-03-25,2435.633,2472.938,2401.052,2401.327,11.000824688316207,9581666000.0,105406227888.0,2.2172,1955015623506.0,375461770811.0,14925064968149.0,3540147955173.132,16.621000289916992,2.548,1.9123
2009-03-26,2407.762,2479.826,2379.951,2479.789,10.423784037471544,11324945200.0,118048783001.0,2.6211,1955015623506.0,374728775823.0,15370325049600.0,3659646394891.337,17.350099563598633,2.5882,1.8554
2009-03-27,2500.998,2516.384,2481.687,2498.931,9.909250067737302,13536854600.0,134140077362.0,3.133,1955015624157.0,374752265199.0,15462923931285.0,3690443441229.69,17.492300033569336,2.6039,1.8469
2009-03-30,2501.312,2508.138,2471.367,2484.487,10.621530105813848,9415166500.0,100003474431.0,2.1672,1955015624157.0,362674881336.0,15320795869238.0,3708099274963.2007,17.70870018005371,2.5707,1.8604
2009-03-31,2436.778,2507.899,2423.571,2507.789,11.170047075188815,9546175200.0,106631226372.0,2.1956,1956162944189.0,362648349613.0,15412802911242.002,3622745850927.332,17.8882999420166,2.5828,1.8481
2009-04-01,2519.886,2566.536,2519.886,2548.222,10.855841719136118,12630762500.0,137117558492.00002,2.9051,1956162944189.0,362632921768.0,15635061324580.0,3677822153352.589,17.97909927368164,2.6153,1.8202
2009-04-02,2558.768,2599.252,2558.264,2576.4,10.633546037632588,13514680600.0,143708978344.0,3.1084,1956163075082.0,363240530578.0,15789906121324.0,3723331733101.7886,18.15900039672852,2.641,1.8038
2009-04-03,2597.916,2612.37,2555.615,2570.503,10.600097196546889,12365521600.0,131075730846.0,2.8319,1956201249549.0,363967516580.0,15800181631313.0,3742416724272.0127,18.167999267578125,2.6426,1.8066
2009-04-07,2570.625,2597.062,2543.646,2576.95,10.910264950825455,8608325700.0,93919114170.0,1.967,1956201250955.0,364953491077.0,15908272840512.0,3755369539962.7,18.30209922790528,2.6607,1.7951
2009-04-08,2563.722,2573.093,2479.348,2479.348,10.786919938481857,9932809400.0,107144419762.0,2.2697,1956201251406.0,364929422804.0,15295323337795.0,3609700775271.128,17.60580062866211,2.5583,1.8607
2009-04-09,2477.419,2517.741,2457.423,2517.669,11.10830897146908,7459370300.0,82860990025.0,1.7045,1956201251406.0,363951836173.0,15499031557751.998,3667175339425.14,17.9591007232666,2.5908,1.836
2009-04-10,2540.108,2595.598,2530.622,2595.53,11.701046215654708,10414440800.0,121859853111.0,2.3716,1957696755406.0,365574532998.0,15916562466947.998,3798881989277.809,18.52440071105957,2.6596,1.782
2009-04-13,2621.979,2668.282,2619.372,2656.518,11.279537570389849,13901454100.0,156801973804.0,3.1657,1957696755406.0,365466930647.0,16374647479229.0,3883019572478.823,19.14139938354492,2.7363,1.7262
2009-04-14,2651.197,2682.908,2637.383,2676.872,11.479625293226697,11049130400.0,126839876808.0,2.5177,1957696755406.0,365551526526.0,16440711555577.0,3916604776090.641,19.23469924926757,2.7482,1.7263
2009-04-15,2662.728,2690.642,2627.808,2686.99,11.070799887593196,12066529200.0,133586130111.0,2.7496,1957696755406.0,364862504874.0,16457703521326.0,3926479468676.248,19.51099967956543,2.7556,1.7179
2009-04-16,2690.515,2706.625,2643.316,2687.106,10.636881618469138,12372961300.0,131609724618.0,2.8194,1957696755406.0,364144961211.0,16419997395191.0,3932421889471.57,19.90819931030273,2.7562,1.7215
2009-04-17,2675.668,2693.291,2628.625,2650.691,11.44353424576796,10152880800.0,116184839128.0,2.3013,1957696907739.0,366815155646.0,16209914964759.0,3897438990249.731,19.885299682617188,2.7241,1.7429
2009-04-20,2643.726,2708.452,2640.989,2707.667,10.95698080430562,9590369400.0,105081493422.0,2.163,1957696907739.0,368256597531.0,16547264649939.0,4000602972610.252,20.425500869750977,2.7792,1.7007
2009-04-21,2670.277,2697.719,2634.529,2675.442,10.951026193477832,10818525200.0,118473952840.0,2.4396,1957755664071.0,366087023535.0,16360203610488.998,3951595811869.3086,20.361799240112305,2.7472,1.7196
2009-04-22,2687.857,2713.305,2563.361,2576.281,10.6367673398182,12404641300.0,131945283442.0,2.7971,1957755664071.0,365960204702.0,15916350796160.0,3804728469272.049,19.827899932861328,2.6703,1.7641
2009-04-23,2555.527,2604.162,2543.907,2593.564,10.483102309117966,8088794200.0,84795657156.0,1.8239,1959229150196.0,366014724567.0,15922234442973.002,3833590264872.49,20.640100479125977,2.674,1.7617
2009-04-24,2605.703,2609.874,2570.379,2572.888,11.17168940366641,7336096900.0,81956596002.0,1.6479,1959629150196.0,367645307488.0,15828474841076.0,3816476736663.84,20.546300888061523,2.6522,1.7723
2009-04-27,2566.92,2576.519,2499.442,2513.292,10.416608380359689,7203939000.0,75040611359.0,1.6003,1960335518298.0,367675602230.0,15603115529844.0,3773051789721.024,20.65800094604492,2.6006,1.7755
2009-04-28,2490.526,2531.544,2485.802,2518.531,11.178184267090735,5926498300.0,66247490056.0,1.316,1960335518298.0,362669581832.0,15548699552072.0,3778708896489.672,21.13010025024414,2.5612,1.7813
2009-04-29,2518.854,2615.81,2514.141,2605.37,11.17381644497895,8188500600.0,91496802664.0,1.8177,1960475537791.0,359829593786.0,15995730611549.0,3913735907149.141,22.09029960632324,2.6137,1.7303
2009-04-30,2616.485,2640.017,2604.452,2622.926,11.292905236967888,8580934800.0,96903683541.0,1.9034,1961211240747.0,358141365179.0,16033304802930.0,3952299913645.5073,22.940000534057617,2.6148,1.729
2009-05-04,2635.129,2715.189,2632.303,2714.301,11.013882938669786,10291656500.0,113351099936.0,2.281,1961211240747.0,358705802844.0,16573149156482.0,4087523844505.6704,23.712400436401367,2.7029,1.6708
2009-05-05,2733.107,2751.252,2713.234,2727.014,11.009460308657328,10231372200.0,112641886139.0,2.2672,1961211240747.0,358779346405.0,16598965373658.0,4108286479285.9614,23.74930000305176,2.7071,1.6675
2009-05-06,2721.817,2771.206,2713.539,2764.979,11.17435245336659,10580665000.0,118232079901.0,2.3421,1962163007514.0,359901354684.0,16761326877481.0,4176316164405.02,23.98159980773925,2.7292,1.6502
